timestamp,close
2026-01-01T00:00:00Z,99.00
2026-01-02T00:00:00Z,99.40
2026-01-03T00:00:00Z,99.80
2026-01-04T00:00:00Z,100.20
2026-01-05T00:00:00Z,100.60
2026-01-06T00:00:00Z,101.00
2026-01-07T00:00:00Z,101.40
2026-01-08T00:00:00Z,101.80
2026-01-09T00:00:00Z,102.20
2026-01-10T00:00:00Z,100.35
2026-01-11T00:00:00Z,100.75
2026-01-12T00:00:00Z,101.15
2026-01-13T00:00:00Z,101.55
2026-01-14T00:00:00Z,101.95
2026-01-15T00:00:00Z,102.35
2026-01-16T00:00:00Z,102.75
2026-01-17T00:00:00Z,103.15
2026-01-18T00:00:00Z,103.55
2026-01-19T00:00:00Z,101.70
2026-01-20T00:00:00Z,102.10
2026-01-21T00:00:00Z,102.50
2026-01-22T00:00:00Z,102.90
2026-01-23T00:00:00Z,103.30
2026-01-24T00:00:00Z,103.70
2026-01-25T00:00:00Z,104.10
2026-01-26T00:00:00Z,104.50
2026-01-27T00:00:00Z,104.90
2026-01-28T00:00:00Z,103.05
2026-01-29T00:00:00Z,103.45
2026-01-30T00:00:00Z,103.85
2026-01-31T00:00:00Z,104.25
2026-02-01T00:00:00Z,104.65
2026-02-02T00:00:00Z,105.05
2026-02-03T00:00:00Z,105.45
2026-02-04T00:00:00Z,105.85
2026-02-05T00:00:00Z,106.25
2026-02-06T00:00:00Z,104.40
2026-02-07T00:00:00Z,104.80
2026-02-08T00:00:00Z,105.20
2026-02-09T00:00:00Z,105.60
2026-02-10T00:00:00Z,106.00
2026-02-11T00:00:00Z,106.40
2026-02-12T00:00:00Z,106.80
2026-02-13T00:00:00Z,107.20
2026-02-14T00:00:00Z,107.60
2026-02-15T00:00:00Z,105.75
2026-02-16T00:00:00Z,106.15
2026-02-17T00:00:00Z,106.55
2026-02-18T00:00:00Z,106.95
2026-02-19T00:00:00Z,107.35
2026-02-20T00:00:00Z,107.75
2026-02-21T00:00:00Z,108.15
2026-02-22T00:00:00Z,108.55
2026-02-23T00:00:00Z,108.95
2026-02-24T00:00:00Z,107.10
2026-02-25T00:00:00Z,107.50
2026-02-26T00:00:00Z,107.90
2026-02-27T00:00:00Z,108.30
2026-02-28T00:00:00Z,108.70
2026-03-01T00:00:00Z,109.10
2026-03-02T00:00:00Z,109.50
2026-03-03T00:00:00Z,109.90
2026-03-04T00:00:00Z,110.30
2026-03-05T00:00:00Z,108.45
2026-03-06T00:00:00Z,108.85
2026-03-07T00:00:00Z,109.25
2026-03-08T00:00:00Z,109.65
2026-03-09T00:00:00Z,110.05
2026-03-10T00:00:00Z,110.45
2026-03-11T00:00:00Z,110.85
2026-03-12T00:00:00Z,111.25
2026-03-13T00:00:00Z,111.65
2026-03-14T00:00:00Z,109.80
2026-03-15T00:00:00Z,110.20
2026-03-16T00:00:00Z,110.60
2026-03-17T00:00:00Z,111.00
2026-03-18T00:00:00Z,111.40
2026-03-19T00:00:00Z,111.80
2026-03-20T00:00:00Z,112.20
2026-03-21T00:00:00Z,112.60
2026-03-22T00:00:00Z,113.00
2026-03-23T00:00:00Z,111.15
2026-03-24T00:00:00Z,111.55
2026-03-25T00:00:00Z,111.95
2026-03-26T00:00:00Z,112.35
2026-03-27T00:00:00Z,112.75
2026-03-28T00:00:00Z,113.15
2026-03-29T00:00:00Z,113.55
2026-03-30T00:00:00Z,113.95
2026-03-31T00:00:00Z,114.35
2026-04-01T00:00:00Z,112.50
2026-04-02T00:00:00Z,112.90
2026-04-03T00:00:00Z,113.30
2026-04-04T00:00:00Z,113.70
2026-04-05T00:00:00Z,114.10
2026-04-06T00:00:00Z,114.50
